Nome,Concession,Ano_Opera,Tensao,longitude,latitude,g_conf
SE UTE Porto do Itaqui,ITAQUI GERACAO - ITAQUI GERACAO DE ENERGIA S/A,2013,230/19,-44.33723479,-2.58912435,0.87
SE Cimentos Portland,-,-,230,-49.31783772,-25.20080871,0.94
SE Taíba,TAÍBA ÁGUIA - Central Geradora Eólica Taíba Águia SA,2014,230/34;5,-38.88855898,-3.54657916,0.23
SE Replan,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2016,440/138,-47.112452,-22.735032,0.76
SE UTE Pernambuco III,UTE PERNAMBUCO III - TERMELÉTRICA PERNAMBUCO III S.A.,2013,230/13;8,-35.01989144,-7.86360203,0.01
SE UTE Campina Grande,BORBOREMA ENERGETICA - Borborema Energética S.A.,-,230/13;8,-35.90840799,-7.29533855,0.81
SE Nova Era Silicon,-,-,230,-43.03375591,-19.58729781,0.39
SE UTE Euzébio da Rocha,PETROBRAS - Petroleo Brasileiro S.A,2009,230/13;8,-46.43205327,-23.8749343,0.96
SE UTE Piratininga,BSE - Baixada Santista Energia S.A.,1954,230,-46.6777821,-23.69959559,0.4
SE Nova Lima 6,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,2016,345/138,-43.86365994,-20.19090616,0.01
SE Curitiba Norte,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,2016,230/138,-49.31784366,-25.23455201,0.93
SE Itarema V,ITAREMA V - EOLICA ITAREMA V S.A.,2016,230/34;5,-39.8893982,-2.96552085,0.14
SE Gentio do Ouro I,ASSURUÁ II - PARQUE EOLICO ASSURUA II S.A.,2016,230/138/34;5,-42.66027593,-11.11700174,0.45
SE UHE Teles Pires,-,-,500,-56.773427,-9.34110893,0.66
SE UHE Salto,RIO VERDE - Rio Verde Energia S/A,2010,230/13;8,-51.16640798,-18.81013533,0.52
SE UTE Caçu I,-,-,230,-51.00820553,-18.78953911,0.96
SE UHE Barra dos Coqueiros,GERDAU SA - Gerdau Acos Longos SA,2010,230/13;8,-51.00182698,-18.72296389,0.63
SE UHE Salto do Rio Verdinho,CBA - Companhia Brasileira de Aluminio,2010,230/13;8,-50.75171405,-19.14346565,0.58
SE UHE Eng. José Luiz Müller de Godoy Pereira (Foz do Rio Claro),FOZ DO RIO CLARO - Foz do Rio Claro Energia S.A.,2010,230/13;8,-50.64635961,-19.12041359,0.89
SE Pimental,NORTE ENERGIA SA - NORTE ENERGIA SA,2016,230/69,-51.89997605,-3.43828492,0.14
SE Garabi I,CIEN - Companhia de Interconexão Energética,-,500,-55.6717653,-28.25492045,0.14
SE Pontal,-,2016,230,-50.80241982,-30.27926839,0.77
SE Paranatama,SERRA DAS VACAS I - EOLICA SERRA DAS VACAS I S.A.,2015,230/34;5,-36.73266039,-8.90821286,0.24
SE São Clemente,VENTOS S CLEMENTE 1 - VENTOS DE SAO CLEMENTE I ENERGIAS RENOVAVEIS S.A,2016,230/34;5,-36.73613182,-8.75945144,0.83
SE Candiota,ELETROBRAS - Centrais Elétricas Brasileiras S/A,2015,500/230,-53.69049431,-31.57102619,0.59
SE São Basílio,EOL BRITE - Central Eólica Brite Ltda,2016,230/138,-40.58044411,-7.39763187,0.4
SE Chapadinha I,V SANTA ALBERTINA - VENTOS DE SANTA ALBERTINA ENERGIAS RENOVÁVEIS S.A.,2017,230,-40.62514632,-8.00259817,0.46
SE Lagoa do Carro,-,2020,230,-35.33985152,-7.86240972,0.33
SE Babilônia,-,2018,230,-41.22882547,-10.9703317,0.54
SE Cutia,ENERGIA EOLICA CUTIA - USINA DE ENERGIA EOLICA CUTIA S/A,2018,230/34;5,-35.92838845,-5.11953695,0.93
SE Santo Inácio,SANTO INÁCIO III - CENTRAL EÓLICA SANTO INÁCIO III S A,2017,230,-37.30596006,-4.78693492,0.21
SE Pedra Cheirosa,PEDRA CHEIROSA I - PEDRA CHEIROSA I ENERGIA S.A.,-,230,-39.73738349,-3.00318673,0.76
SE Coletora Lapa,-,-,230,-43.35242549,-13.30991936,0.53
SE Ventos da Bahia II,VENTOS DA BAHIA I - Parque Eólico Ventos da Bahia I,2018,230,-41.49045541,-11.98151374,0.29
SE Delfina,EOL DELFINA A - ENEL GREEN POWER DELFINA A EÓLICA S.A.,2017,230,-40.93120052,-10.00766381,0.21
SE Cristalândia,CRISTALANDIA I - ENEL GREEN POWER CRISTALANDIA I EOLICA S.A.,2017,230,-41.53276319,-14.03170889,0.52
SE Nova Olinda,N OLINDA NORTE SOLAR - ENEL GREEN POWER NOVA OLINDA NORTE SOLAR S.A.,2017,500,-42.55642477,-8.19380943,0.47
SE UTE Pampa Sul,-,-,525,-53.78074077,-31.45109043,0.89
SE Paulino Neves,OMEGA EI 1 - OMEGA Energia e Implantação 1 SA,2017,500,-42.59615665,-2.72835054,0.35
SE Casa Nova II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2017,230/34;5,-41.02807539,-9.2863429,0.14
SE Amazonas,-,-,230/34;5,-36.9377529,-5.03144935,0.31
SE São Miguel,SM GERAÇÃO - SM GERACAO DE ENERGIA EOLICA LTDA,2019,230,-35.78580237,-5.26755255,0.53
SE Serra Azul,DAMASCENA - Enel Green Power Damascena Eólica SA,2015,230/34;5,-41.45804035,-11.86072991,0.42
SE UHE Cachoeira Caldeirão,-,-,230,-51.29126962,0.85206859,0.33
SE Pedra Branca,PEDRA BRANCA - PEDRA BRANCA SA,2013,230/34;5,-41.08979248,-9.85704559,0.03
SE Morro do Chapéu Sul,MORRO DO CHAPÉU I - Enel Green Power Morro do Chapéu I Eólica SA,2018,230,-41.31553669,-11.5932467,0.86
SE Poções III,EDTE - EDTE Empresa Diamantina de Transmissão de Energia S.A.,2019,500/230,-40.38498731,-14.51536784,0.52
SE GPEXPAN,ACAUA ENERGIA - ACAUA ENERGIA S/A,2019,230,-42.63239655,-14.3950284,0.12
SE UTE Prosperidade I,IMETAME - IMETAME ENERGIA LTDA,2018,230,-38.20849613,-12.49939402,0.88
SE Medianeira Norte,-,2019,230,-54.09523374,-25.27184594,0.61
SE Curitiba Centro,-,2019,230,-49.25319176,-25.43699417,0.97
SE Salobo,-,-,230,-50.51461971,-5.78606394,0.46
SE Serra Norte,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2012,230,-50.14243069,-6.02701614,0.58
SE Mel,-,2020,500,-37.04919672,-5.13162498,0.43
SE Araças,EOL DOS ARAÇAS - Centrais Eólicas dos Araças SA,2014,230,-42.60935817,-14.10285171,0.95
SE Morrão,EOL MORRÃO - Centrais Elétricas Morrão SA,2014,230,-42.68148319,-14.12868012,0.63
SE Caetité 1; 2 e 3,CAETITÉ 2 - Caetité 2 Energia Renovável S.A.,2014,230,-42.49332785,-14.18625357,0.6
SE Caetité A,CAETITE A - EOLICA CAETITE A S.A.,2015,230,-42.47871541,-14.13809921,0.82
SE Klabin Celulose,KLABIN - Klabin SA,2015,230/34;5,-50.73508939,-24.25268273,0.98
SE Jandaia,-,2020,230,-37.83674591,-4.43902435,0.12
SE São Gonçalo,EGP SAO GONCALO 1 - ENEL GREEN POWER SAO GONCALO 1 S.A.,2020,500,-45.29051057,-10.09783433,0.62
SE UHE São Manoel,UHE SAO MANOEL - EMPRESA SÃO MANOEL SA,2017,500,-57.01870168,-9.18085082,0.75
SE Cacimbas,BONS VENTOS CACIMBAS - GERADORA EOLICA BONS VENTOS DA SERRA 2 S.A.,2018,230,-41.04331222,-3.9068491,0.56
SE Horizonte MP,HORIZONTE MP - ENEL GREEN POWER HORIZONTE MP SOLAR S.A.,2018,230,-44.08365262,-12.60440104,0.57
SE Folha Larga,-,2020,230,-40.43746463,-10.35532538,0.44
SE Juazeiro Solar,JUAZEIRO SOLAR I - Central Fotovoltaica Juazeiro Solar I SPE Ltda,2018,230/34;5,-40.48925374,-9.53319257,0.85
SE Umburanas,UMBURANAS 1 - CENTRAIS EOLICAS UMBURANAS 1 S.A,2019,230/34;5,-41.56875767,-10.67168076,0.43
SE Serra da Babilônia,-,2018,230,-41.32898757,-11.10329423,0.86
SE Monte do Ronca,-,2020,230,-36.03208007,-5.17627375,0.68
SE Folha Larga Sul,-,2020,230,-40.51698481,-10.4578568,0.11
SE Arizona,-,2020,500,-41.00618701,-9.74899494,0.95
SE Laranjeiras,-,2019,230,-42.66680293,-11.06786628,0.67
SE Currais Novos II,RIALMA I - RIALMA TRANSMISSORA DE ENERGIA I S.A.,2013,230,-36.54528267,-6.26495124,0
SE Rio Alto,COREMAS I - COREMAS I GERAÇÃO DE ENERGIA SPE SA,2018,230/34;5,-37.98948733,-6.96613682,0.9
SE CQR,-,-,230,-38.30893561,-12.65318739,0.48
SE UTE Camaçari,-,-,230,-38.34843793,-12.62152531,0.58
SE Caraíba Metais,-,-,230,-38.36965558,-12.62182405,0.7
SE Ferbasa,-,-,230,-38.34449894,-12.39918484,0.8
SE Mineração Mirabela,-,-,230,-39.72726312,-14.17903301,0.85
SE Dow,-,-,230,-38.47629588,-12.76567108,0.09
SE Atlântica,-,-,230,-50.31825325,-30.30073539,0.66
SE Calcário,-,-,230,-37.79170836,-5.03733638,0.19
SE Rosana,-,-,230/138,-52.87564492,-22.60063588,0.39
SE Alta Paulista,IE AGUAPEI - INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.,2021,440,-51.16051901,-21.64127441,0.24
SE Baguaçu,IE AGUAPEI - INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.,2021,440,-50.28113246,-21.14530026,0.91
SE Aventura II-V,Central Eólica Aventura II S.A.,2021,230,-35.7755222,-5.33467933,0.33
SE Arinos 2,VEREDAS - VEREDAS TRANSMISSORA DE ELETRICIDADE S A,2021,500,-45.97180678,-15.75254124,0.79
SE Padre Paraíso 2,PARAÍSO TPE - TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,2021,500,-41.48104293,-17.00844614,0.18
SE Mutum,CAMINHO DO CAFÉ - TCC TRANSMISSORA CAMINHO DO CAFÉ S A,2021,500,-41.44854434,-19.89573286,0.18
SE São Luís IV,EDP MA I - EDP TRANSMISSAO MA I S.A.,2021,500/230/69,-44.3109567,-2.67803287,0.48
E-4,,,230,-37.84122739,-8.35564624,0.55
E-6,,,230,-37.35865674,-8.06385617,0.04
E-3,,,230,-38.16824052,-8.6588685,0.49
E-2,,,230,-38.29795325,-8.70980633,0.63
E-1,,,230,-38.36712079,-8.76967031,0.73
N-3,,,230,-39.20218853,-8.10573737,0.48
N-2,,,230,-39.33570079,-8.24090145,0.25
N-1,,,230,-39.45992114,-8.52467347,0.86
SE Pitombeira,,,230,-37.6473407,-4.60536894,0.23
SE Campo Largo,CLWP EÓLICA I - CLWP EOLICA PARQUE I S.A,2018,230,-41.46620479,-10.4545942,0.4
SE Bracell,,2021,440,-48.80846497,-22.53880077,0.75
SE Queimada Nova II,SERTANEJA - TRANSMISSORA SERTANEJA DE ELETRICIDADE S A,2021,500/230,-41.42563605,-8.58936817,0.21
SE Gameleira,,2021,230,-35.4893235,-5.24535277,0.62
SE Tubarão Sul,EDP LITORAL SUL - EDP TRANSMISSÃO LITORAL SUL S.A.,2021,230/138/69,-49.10435001,-28.54088654,0.46
SE Siderópolis 2,EDP ALIANCA - EDP TRANSMISSAO ALIANCA SC S.A.,2021,525/230,-49.40948056,-28.55645833,0.39
SE Caxias II,ARTEON Z2 - ARTEON Z2 ENERGIA S.A.,2021,230/69,-43.4112608,-4.88354715,0.91
SE Vinhedos,VINEYARDS - SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.,2021,230/69,-51.47154137,-29.17546277,0
SE Santa Luzia II,SANTA LUZIA - NEOENERGIA SANTA LUZIA TRANSMISSÃO DE ENERGIA S/A,2021,500,-36.98467635,-6.9127282,0.02
SE Lorena,IE ITAPURA - INTERLIGAÇÃO ELÉTRICA ITAPURA S.A.,2021,500/230,-45.08757833,-22.76541783,0.36
SE Dourados 2,EKTT 12-A - EKTT 12-A SERVICOS DE TRANSMISSAO DE ENERGIA ELETRICA SPE S.A.,2021,230/138,-54.69787028,-22.22525241,0.84
